Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Pedro Perez","BAL","A,A-,A+,R","18-25",417,0.20658683,1.68224299,0.11145511,0.55727554,0.33126935,0.35514019,0,0.49411765,0.22941176,0.27647059,0.16133942,142,515,657,"sa507149"
"Miguel Guzman","NYY","R","18-20",145,0.2875,1.73076923,0.1125,0.5625,0.325,0.15384615,0,0.37804878,0.26829268,0.35365854,0.30952381,102,192,294,"sa507150"
"Freidderyx Ramirez","BAL","R","17-19",383,0.256,1.55813953,0.08333333,0.55833333,0.35833333,0.24418605,0,0.45098039,0.28627451,0.2627451,0.33925926,140,535,675,"sa507151"
"Edwin Beard","NYY","R","18-20",439,0.33566434,0.83969466,0.12363636,0.4,0.47636364,0.28244275,0.03053435,0.42517007,0.35034014,0.2244898,0.26708861,237,553,790,"sa507152"
"Rojean Cleofa","BAL","R","17-20",601,0.26950355,0.92513369,0.10669975,0.4292804,0.46401985,0.26737968,0.01069519,0.48275862,0.27816092,0.23908046,0.22895277,275,699,974,"sa507153"
"Jerison Lopez","NYY","A-,R","17-21",772,0.32021467,0.95798319,0.11909263,0.43100189,0.44990548,0.17647059,0.01680672,0.43772242,0.3113879,0.25088968,0.25195618,326,952,1278,"sa507154"
"Gustavo Parra","BAL","R","18-20",266,0.29299363,1.38181818,0.14935065,0.49350649,0.35714286,0.2,0.01818182,0.45679012,0.2654321,0.27777778,0.33791749,136,373,509,"sa507155"
"Ericson Leonora","NYY","A,A+,R","16-23",1880,0.31331169,0.96474954,0.13691932,0.42379788,0.4392828,0.2244898,0.0890538,0.48527132,0.25813953,0.25658915,0.28054863,981,3029,4010,"sa507157"
"Abraham Ramos","NYY","AAA,R","16-26",426,0.27666667,0.86428571,0.10921502,0.41296928,0.4778157,0.30714286,0.05714286,0.54313099,0.26198083,0.19488818,0.15576923,330,710,1040,"sa507159"
"Carlos Urena","NYY","A-,R","17-20",397,0.26666667,0.64885496,0.10743802,0.35123967,0.54132231,0.26717557,0.09160305,0.42857143,0.34126984,0.23015873,0.35376045,147,571,718,"sa507161"
"Henry Gonzalez","BAL","R","17-18",450,0.24242424,0.63087248,0.08646617,0.35338346,0.56015038,0.46308725,0.04697987,0.50553506,0.2398524,0.25461255,0.27099664,298,595,893,"sa507163"
"Edwin Fulgencio","NYY","R","17-19",346,0.30463576,0.56470588,0.1192053,0.31788079,0.56291391,0.31764706,0.09411765,0.47169811,0.27672956,0.25157233,0.41927083,200,568,768,"sa507164"
"Yigui Santana","BAL","R","17-18",119,0.29310345,1.08333333,0.10714286,0.46428571,0.42857143,0.5,0,0.4137931,0.32758621,0.25862069,0.42231076,46,205,251,"sa507165"
"Jose Rosario","NYY","A,A-,A+,AA,AAA,R","17-25",1976,0.30927835,1.26974952,0.1773743,0.46019553,0.36243017,0.24855491,0.04046243,0.46897932,0.251501,0.27951968,0.16311301,1211,3479,4690,"sa507166"
"Eric Avila","PIT","A,A+,R","17-23",1573,0.2781893,0.89906542,0.14478114,0.40488215,0.4503367,0.21308411,0.06915888,0.50871632,0.25277338,0.2385103,0.2082658,505,1963,2468,"sa507189"
"Samuel Gonzalez","HOU","A-,R","20-24",776,0.3147541,1.19130435,0.1369863,0.46917808,0.39383562,0.15217391,0.02608696,0.43961353,0.26570048,0.29468599,0.15234721,280,849,1129,"sa507193"
"Jhoanel Jimenez","HOU","R","19-22",229,0.30821918,1.03125,0.10344828,0.45517241,0.44137931,0.265625,0.015625,0.40540541,0.33108108,0.26351351,0.12903226,185,249,434,"sa507195"
"Gavi Nivar","PIT","A-,R","19-22",428,0.2797619,1.43859649,0.13125,0.5125,0.35625,0.21929825,0.00877193,0.44444444,0.24853801,0.30701754,0.26484751,79,544,623,"sa507196"
"Jesus Vasquez","HOU","A-,R","17-21",914,0.3373913,0.71731449,0.15034965,0.3548951,0.49475524,0.25088339,0.09893993,0.46843854,0.3089701,0.22259136,0.30533415,397,1234,1631,"sa507197"
"Jodaneli Carvajal","HOU","A,A-,R","17-21",989,0.31600547,1.15547703,0.13475177,0.46382979,0.40141844,0.32862191,0.01060071,0.3815261,0.28380187,0.33467202,0.23662681,371,1218,1589,"sa507198"
"Diego Goris","PIT","A,A+,AA,AAA,R","17-28",3903,0.31690141,1.30353818,0.16812374,0.47074647,0.36112979,0.20204842,0.08286778,0.45251938,0.25678295,0.29069767,0.13557494,2952,7249,10201,"sa507199"
"Angel Heredia","PIT","R","16-16",76,0.23809524,1.24,0.03448276,0.53448276,0.43103448,0.2,0,0.46031746,0.34920635,0.19047619,0.07964602,37,76,113,"sa507201"
"Leandro Mejia","HOU","R","19-20",394,0.33093525,0.58278146,0.11152416,0.32713755,0.56133829,0.33112583,0.00662252,0.45422535,0.34507042,0.20070423,0.33993902,109,547,656,"sa507202"
"Alberto Valdemora","PIT","R","19-20",148,0.3,0.58536585,0.08450704,0.33802817,0.57746479,0.24390244,0.02439024,0.53521127,0.23943662,0.22535211,0.41860465,71,230,301,"sa507204"
"Raul Fortunato","HOU","A,A-,A+,R","18-23",1464,0.29640428,1.51246537,0.10463968,0.53899309,0.35636723,0.20775623,0.0498615,0.38018868,0.27641509,0.34339623,0.2037037,726,2136,2862,"sa507207"
"Manuel Nuno","SDP","R","18-21",634,0.25625,1.10526316,0.12772586,0.45794393,0.41433022,0.18045113,0.08270677,0.44011976,0.2754491,0.28443114,0.31385768,440,895,1335,"sa507240"
"Hans Wilson","SDP","AAA,R","17-28",1246,0.29977629,1.95,0.21070234,0.52173913,0.26755853,0.3,0.03333333,0.40595112,0.22954304,0.36450584,0.1371134,1254,2626,3880,"sa507241"
"Ariel Familia","SDP","R","17-18",275,0.28205128,0.78082192,0.12162162,0.38513514,0.49324324,0.2739726,0.04109589,0.48765432,0.37654321,0.13580247,0.2647585,202,357,559,"sa507242"
"Yair Lopez","SDP","A-,R","17-21",743,0.33974359,0.75862069,0.11688312,0.38095238,0.5021645,0.28017241,0.05603448,0.48962656,0.26556017,0.24481328,0.3296131,272,1072,1344,"sa507244"
"Carlos Garcia","SDP","R","18-21",782,0.32217573,1.10880829,0.13404255,0.45531915,0.4106383,0.25906736,0.06217617,0.43089431,0.29065041,0.27845528,0.29536153,366,1100,1466,"sa507246"
"Geancarlo Mendez","PHI","A,A-,R","18-21",1170,0.29707602,1.01666667,0.13157895,0.43779904,0.43062201,0.24722222,0.03333333,0.45235362,0.24913892,0.29850746,0.14270669,610,1289,1899,"sa507247"
"Luis Domoromo","SDP","A,A-,A+,AA,AAA,R","17-26",2746,0.3078534,1.346211,0.16938453,0.47659127,0.3540242,0.24219911,0.05943536,0.37895812,0.23646578,0.3845761,0.18318544,1869,4780,6649,"sa507248"
"Yeisson Morales","PHI","R","17-20",455,0.30175439,1.38095238,0.08088235,0.53308824,0.38602941,0.16190476,0.00952381,0.41176471,0.27681661,0.31141869,0.26823529,253,597,850,"sa507249"
"Jairo Gomez","SDP","A-,A+,R","17-20",630,0.2791762,0.6559633,0.13842482,0.34128878,0.5202864,0.22477064,0.03211009,0.44295302,0.25503356,0.30201342,0.20724907,314,762,1076,"sa507250"
"Jorge Castillo","PHI","R","18-20",550,0.28497409,0.72395833,0.13577023,0.36292428,0.50130548,0.27604167,0.046875,0.48484848,0.25505051,0.26010101,0.31469298,173,739,912,"sa507251"
"Fernando Escarra","SDP","R","17-18",143,0.26966292,2.03703704,0.04651163,0.63953488,0.31395349,0.18518519,0,0.51111111,0.24444444,0.24444444,0.3071161,78,189,267,"sa507252"
"Nelson Ventura","PHI","R","18-20",104,0.30357143,0.77777778,0.12727273,0.38181818,0.49090909,0.33333333,0,0.48275862,0.29310345,0.22413793,0.26108374,61,142,203,"sa507253"
"Adan Velazquez","SDP","AAA,R","19-27",2081,0.30183549,1.37103175,0.17925824,0.47458791,0.34615385,0.26190476,0.06944444,0.48697917,0.23697917,0.27604167,0.10076099,2560,4536,7096,"sa507254"
"Felix Marine","PHI","R","19-21",555,0.29154519,0.92258065,0.11044776,0.42686567,0.46268657,0.26451613,0.03225806,0.41176471,0.3557423,0.232493,0.28939544,282,727,1009,"sa507255"
"Edwin Esquea","PHI","R","17-19",421,0.27898551,0.99173554,0.09737828,0.4494382,0.45318352,0.16528926,0.01652893,0.43772242,0.31672598,0.2455516,0.26447368,219,541,760,"sa507257"
"Jorge Guzman","SDP","R","19-21",447,0.22265625,0.75373134,0.06374502,0.40239044,0.53386454,0.2761194,0.03731343,0.5075188,0.28571429,0.20676692,0.26444444,308,592,900,"sa507258"
"Luis Beltre","PHI","R","17-18",281,0.34285714,1,0.16470588,0.41764706,0.41764706,0.21126761,0.02816901,0.42696629,0.25280899,0.32022472,0.38058252,80,435,515,"sa507259"
"Felix Cabrera","SDP","A,A-,AA,AAA,R","19-23",616,0.27835052,1.41304348,0.10483871,0.52419355,0.37096774,0.31884058,0.02898551,0.50253807,0.23604061,0.26142132,0.24957983,366,824,1190,"sa507260"
"Carlos Valenzuela","PHI","R","17-21",1149,0.30025126,0.89010989,0.10182768,0.4229765,0.47519582,0.20604396,0.02197802,0.44014963,0.26184539,0.29800499,0.28995902,452,1500,1952,"sa507262"
"Aaron Sillas","SDP","AAA,R","18-22",151,0.26732673,1.10526316,0.17525773,0.43298969,0.39175258,0.13157895,0,0.57843137,0.20588235,0.21568627,0.18566775,121,186,307,"sa507263"
"Lissander Mejia","PHI","R","17-18",177,0.24561404,0.69090909,0.14678899,0.34862385,0.50458716,0.25454545,0,0.44827586,0.31034483,0.24137931,0.30841121,82,239,321,"sa507264"
"Miguel Del Castillo","SDP","A,A-,A+,AA,AAA,R","17-25",1112,0.29002625,1.07,0.15739484,0.43554953,0.40705563,0.23333333,0.02,0.50452781,0.26002587,0.23544631,0.20729123,695,1664,2359,"sa507265"
"Eladio Berroa","PHI","R","18-21",749,0.26022305,0.73605948,0.10364683,0.38003839,0.51631478,0.2936803,0.00743494,0.47272727,0.30181818,0.22545455,0.20291027,343,894,1237,"sa507266"
"Yan Olmo","PHI","A,A-,R","18-22",792,0.28621908,1.54497354,0.11254613,0.53874539,0.34870849,0.24338624,0.02116402,0.44234079,0.26506024,0.29259897,0.25764895,224,1018,1242,"sa507267"
"Francisco Dicen","PHI","R","18-20",225,0.24305556,1.27272727,0.10071942,0.50359712,0.39568345,0.27272727,0,0.43243243,0.22972973,0.33783784,0.20243902,139,271,410,"sa507269"
"Rafael De La Cruz","PHI","R","17-20",614,0.28826531,1.15189873,0.1005291,0.48148148,0.41798942,0.2278481,0.03797468,0.4679803,0.30788177,0.22413793,0.27695167,293,783,1076,"sa507274"
"Gabriel Arias","PHI","A,AA,AAA","22-27",36,0.05882353,15,0,0.9375,0.0625,1,0,0.10526316,0.26315789,0.63157895,0.18852459,29,93,122,"sa507276"
"Carlos Best","PHI","R","17-17",68,0.31034483,1.07692308,0.03571429,0.5,0.46428571,0.38461538,0,0.6,0.2,0.2,0.41025641,51,105,156,"sa507286"
"Jose Paulino","SDP","R","18-19",313,0.28645833,1.2238806,0.17222222,0.45555556,0.37222222,0.25373134,0.01492537,0.45128205,0.33846154,0.21025641,0.3067591,152,425,577,"sa507300"
"Carlos Reyes","HOU","R","19-21",576,0.31534091,1.04137931,0.13450292,0.44152047,0.42397661,0.23448276,0.03448276,0.39215686,0.31652661,0.29131653,0.2854512,291,795,1086,"sa507425"
"Austin Stockfisch","MIL","A,R","23-24",141,0.23636364,1.33333333,0.16513761,0.47706422,0.35779817,0.28205128,0.02564103,0.48648649,0.23423423,0.27927928,0.25603865,36,171,207,"sa507426"
"Andres Frias","TEX","R","19-20",132,0.26373626,0.86363636,0.06818182,0.43181818,0.5,0.34090909,0,0.33695652,0.40217391,0.26086957,0.27927928,48,174,222,"sa507709"
"Junior Payano","TEX","R","17-20",650,0.31593407,1.20833333,0.09659091,0.49431818,0.40909091,0.20833333,0.03472222,0.42702703,0.34054054,0.23243243,0.34021407,371,937,1308,"sa507712"
"Edward Ceballo","TEX","R","17-19",490,0.28279883,1.2265625,0.109375,0.490625,0.4,0.2578125,0.0234375,0.44767442,0.30232558,0.25,0.29949875,163,635,798,"sa507715"
"Luis Villegas","TEX","R","17-18",212,0.24489796,0.88235294,0.08571429,0.42857143,0.48571429,0.20588235,0,0.42567568,0.2972973,0.27702703,0.28690808,78,281,359,"sa507718"
"Carlos Oropeza","TEX","R","16-18",334,0.35751295,2.07843137,0.16042781,0.56684492,0.27272727,0,0,0.34183673,0.28571429,0.37244898,0.28059701,257,413,670,"sa507721"
"Robert Morillo","TEX","R","18-20",370,0.2754717,0.859375,0.09160305,0.41984733,0.48854962,0.3125,0.0390625,0.43956044,0.32967033,0.23076923,0.1954023,168,441,609,"sa507724"
"Luis Cabrera","TEX","R","17-18",356,0.20212766,1.01234568,0.05232558,0.47674419,0.47093023,0.2962963,0.01234568,0.39153439,0.31216931,0.2962963,0.39432624,177,528,705,"sa507727"
"Tyler Stampone","BAL","A,A-,R","22-23",498,0.32294618,1.46902655,0.18658892,0.48396501,0.32944606,0.15929204,0.02654867,0.40389972,0.21727019,0.37883008,0.18012422,215,590,805,"sa507865"
"Jhonatan Javier","BAL","R","21-23",407,0.36769759,1.00854701,0.16370107,0.41992883,0.41637011,0.1965812,0.05128205,0.43434343,0.2996633,0.26599327,0.2173913,171,473,644,"sa507866"
"Ronny Puello","BAL","R","19-21",330,0.31707317,0.80582524,0.10144928,0.40096618,0.49758454,0.19417476,0.04854369,0.4009434,0.30660377,0.29245283,0.395,102,498,600,"sa507867"
"Cristian Araujo","BAL","R","17-18",305,0.215311,1.22222222,0.12195122,0.48292683,0.39512195,0.27160494,0.01234568,0.38317757,0.24766355,0.36915888,0.1969697,172,356,528,"sa507869"
"Eliecer Avila","BAL","R","19-21",314,0.26066351,1.41558442,0.07462687,0.54228856,0.38308458,0.32467532,0.01298701,0.5470852,0.26457399,0.18834081,0.24131627,159,388,547,"sa507871"
"Pedro Rodriguez","BAL","R","19-21",445,0.26865672,1.39669421,0.09090909,0.52978056,0.37931034,0.4214876,0,0.41642229,0.24046921,0.3431085,0.18142857,175,525,700,"sa507872"
"Wilder Aguirre","BAL","R","17-18",89,0.34482759,1.36363636,0.10344828,0.51724138,0.37931034,0.40909091,0,0.34482759,0.39655172,0.25862069,0.37748344,26,125,151,"sa507873"
"Wilmer Portes","BAL","R","18-19",187,0.33898305,1.29545455,0.10619469,0.50442478,0.38938053,0.20454545,0.06818182,0.48760331,0.27272727,0.23966942,0.24068768,110,239,349,"sa507874"
"Andres Martinez","BAL","R","17-20",603,0.33986928,0.71794872,0.11551155,0.36963696,0.51485149,0.32051282,0.06410256,0.55319149,0.2674772,0.17933131,0.41019417,253,983,1236,"sa507875"
"Felix Bido","BAL","R","17-19",605,0.25829384,0.83743842,0.07444169,0.42183623,0.50372208,0.33497537,0.00985222,0.44392523,0.2453271,0.31074766,0.35487078,161,845,1006,"sa507879"
"Joan Abreu","BAL","R","18-20",285,0.27083333,1.67741935,0.07777778,0.57777778,0.34444444,0.32258065,0,0.41025641,0.24102564,0.34871795,0.26771654,148,360,508,"sa507880"
"Gregory Lorenzo","BAL","A,A-,A+,R","18-24",1977,0.33333333,2.06760563,0.1350278,0.58300238,0.28196982,0.23380282,0.01690141,0.42664671,0.23877246,0.33458084,0.22971675,992,3174,4166,"sa507882"
"Eduardo Arredondo","MEX","AAA","21-34",4305,0.33239674,1.73282443,0.17606444,0.52243959,0.30149597,0.20038168,0.03053435,0.40781508,0.22757292,0.364612,0.03556121,5603,9329,14932,"sa508008"
"Manuel Bobadilla","MEX","AAA","22-31",2253,0.30034602,1.25316456,0.18659558,0.45239909,0.36100533,0.24472574,0.08438819,0.52753623,0.20869565,0.26376812,0.11020151,3173,4767,7940,"sa508026"
"Jaime Brena","MEX","AAA","25-38",4536,0.34345238,1.53138528,0.21850986,0.4727698,0.30872035,0.26623377,0.02489177,0.47017766,0.20843909,0.32138325,0.03454096,6321,10268,16589,"sa508052"
"Valentin Gamez","MEX","AAA","23-34",2212,0.32128038,1.61190965,0.19646241,0.49589387,0.30764371,0.23819302,0.01848049,0.43097239,0.23829532,0.33073229,0.04293143,3290,4979,8269,"sa508053"
"Ricardo Gastelum","MEX","AAA","23-31",1094,0.32198953,1.49382716,0.19735099,0.4807947,0.3218543,0.17695473,0.0617284,0.4159292,0.24905183,0.33501896,0.10052219,1428,2402,3830,"sa508054"
"Carlos Gonzalez","MEX","AAA","24-26",127,0.29113924,2.26315789,0.17333333,0.57333333,0.25333333,0.10526316,0,0.53164557,0.27848101,0.18987342,0.18735363,141,286,427,"sa508055"
"Lorenzo Mercado","MEX","AAA","25-29",113,0.30555556,1.76190476,0.18309859,0.52112676,0.29577465,0.0952381,0.0952381,0.42857143,0.23376623,0.33766234,0.14736842,110,270,380,"sa508058"
"Sergio Perez","MEX","AAA","19-29",3061,0.35915493,2.20036101,0.18707015,0.55891793,0.25401192,0.17509025,0.0433213,0.380406,0.22903795,0.39055605,0.0751961,4054,7037,11091,"sa508059"
"Francisco Esparragoza","MEX","AAA","23-34",1497,0.30422794,1.50712251,0.16745506,0.50047304,0.3320719,0.23361823,0.02564103,0.41860465,0.22629696,0.35509839,0.09175921,1791,3342,5133,"sa508061"
"Eder Salcedo","MEX","AAA","23-33",3274,0.32420635,1.44840764,0.19345363,0.47712967,0.3294167,0.25732484,0.05605096,0.4540693,0.23529412,0.31063658,0.07550983,3717,7169,10886,"sa508062"
"Leo Heras","MEX","AA,AAA","17-29",4859,0.3423477,1.33823529,0.16094987,0.48021108,0.35883905,0.24754902,0.08333333,0.44469526,0.26015801,0.29514673,0.08041038,7472,11216,18617,"sa508065"
"Rosario Irazoqui","MEX","AAA","19-29",1058,0.29254571,1.91219512,0.15078236,0.55761024,0.2916074,0.28780488,0.03902439,0.41598916,0.2398374,0.34417344,0.1056052,1271,2422,3693,"sa508068"
"Alejandro Ortiz","MEX","AAA","19-29",1305,0.37628278,2.1440678,0.19172113,0.55119826,0.25708061,0.19491525,0.08474576,0.39958159,0.27824268,0.32217573,0.11199187,1777,3143,4920,"sa508095"
"Luis Nieblas","MEX","AAA","23-27",870,0.33965517,1.20909091,0.15478261,0.4626087,0.3826087,0.19545455,0.06363636,0.49509804,0.22058824,0.28431373,0.10502577,1131,1973,3104,"sa508096"
"Juan Pablo Oramas","SDP","AA,AAA","21-24",52,0.32142857,2.66666667,0.15384615,0.61538462,0.23076923,0.33333333,0,0.25806452,0.35483871,0.38709677,0.16666667,45,135,180,"sa508100"
"Fernando Alejos","MEX","AAA","27-38",3018,0.34318398,1.31790123,0.2090574,0.44971037,0.34123223,0.18209877,0.04320988,0.45638945,0.2525355,0.29107505,0.07921897,4361,6394,10755,"sa508110"
"Ramon Flores","ATL","A,R","22-24",346,0.32116788,0.87804878,0.13483146,0.40449438,0.46067416,0.2195122,0.02439024,0.43369176,0.26523297,0.30107527,0.28024194,52,444,496,"sa508111"
"Kelly Aponte","PIT","R","17-20",512,0.32894737,1.41489362,0.26774194,0.42903226,0.30322581,0.35106383,0.12765957,0.52380952,0.22539683,0.25079365,0.35513078,272,722,994,"sa508112"
"Cesar Guillen","TBD","A-,R","18-22",1127,0.31017964,1.00573066,0.13899139,0.43173432,0.42927429,0.20630372,0.03151862,0.43816254,0.26383981,0.29799764,0.17276642,562,1296,1858,"sa508115"
"Starlin Rodriguez","TBR","A,A+,AA,R","19-25",1804,0.33656174,1.17025862,0.17323481,0.44581281,0.38095238,0.21767241,0.05818966,0.40452065,0.22992985,0.36554949,0.18960321,1122,2860,3982,"sa508116"
"Wander Guillen","MIN","R","16-18",365,0.31428571,1.4625,0.16170213,0.49787234,0.34042553,0.2625,0.025,0.41700405,0.26315789,0.31983806,0.26216641,172,465,637,"sa508126"
"Faustino Oguisten","LAD","A,AA,R","18-24",665,0.33255269,1.7890625,0.12713936,0.5599022,0.31295844,0.3203125,0.015625,0.38738739,0.29054054,0.32207207,0.25830565,324,880,1204,"sa508151"
"Corey Adamson","SDP","A,A-,A+,R","17-22",1694,0.30748663,1.93081761,0.15426497,0.55716878,0.28856624,0.20440252,0.03773585,0.40802092,0.22755013,0.36442895,0.19833045,1024,2450,3474,"sa508178"
"Cesar Caamal","MEX","AAA","21-24",131,0.27173913,2.26086957,0.18478261,0.56521739,0.25,0.08695652,0.04347826,0.38947368,0.18947368,0.42105263,0.1012931,159,305,464,"sa508183"
"Jesse Castillo","MEX","AAA","23-35",5118,0.36135402,1.41261261,0.22935252,0.45122302,0.31942446,0.14324324,0.1009009,0.44731666,0.2329306,0.31975274,0.06285956,8029,10918,18947,"sa508184"
"Gregorio Angulo","MEX","AAA","22-31",479,0.23919308,1.77272727,0.12544803,0.55913978,0.31541219,0.13636364,0.05681818,0.44594595,0.26351351,0.29054054,0.11280932,474,900,1374,"sa508185"
"Leonardo Rodriguez","MEX","AAA","25-36",1515,0.27833182,1.69607843,0.19038273,0.50932287,0.30029441,0.28104575,0.01960784,0.51069767,0.2027907,0.28651163,0.07052212,2147,3483,5516,"sa508189"
"Roberto Macias","MEX","AAA","26-31",520,0.35816619,1.92592593,0.25118483,0.492891,0.25592417,0.14814815,0.07407407,0.41552511,0.2283105,0.35616438,0.11140584,428,703,1131,"sa508231"
"Emanuel Rangel","MEX","AAA","21-28",503,0.31914894,1.67088608,0.20676692,0.4962406,0.29699248,0.25316456,0.03797468,0.49462366,0.22222222,0.28315412,0.13866667,534,966,1500,"sa508232"
"Hector Paez","MEX","AAA","28-39",2774,0.28442844,0.93560146,0.1728972,0.39979232,0.42731049,0.24422843,0.05710814,0.48080808,0.23080808,0.28838384,0.07025275,2529,5186,7715,"sa508233"
"Paul Llano","MEX","AAA","20-25",1131,0.31065469,1.79310345,0.22008253,0.50068776,0.27922971,0.21182266,0.09359606,0.48143236,0.23342175,0.28514589,0.15931232,1120,2370,3490,"sa508234"
"Santiago Huchin","MEX","AAA","20-23",165,0.23893805,2.76923077,0.10909091,0.65454545,0.23636364,0.46153846,0.03846154,0.3559322,0.27966102,0.36440678,0.04830918,244,377,621,"sa508253"
"Ruben Agramon","MEX","AAA","21-31",2989,0.34402603,2.09737828,0.19000979,0.54848188,0.26150833,0.16853933,0.04307116,0.39736347,0.24717514,0.35546139,0.08923459,3744,6734,10478,"sa508254"
"Carlos Morales","MEX","AAA","22-34",1935,0.33186813,2.05753425,0.1627907,0.56339085,0.27381845,0.16712329,0.07671233,0.4154519,0.21865889,0.36588921,0.13329152,2226,4151,6377,"sa508256"
"Jorge Guzman","MEX","AAA","22-32",3142,0.28676111,0.9375,0.1706209,0.40131247,0.42806663,0.27830189,0.14858491,0.52644587,0.22936233,0.24419179,0.13531651,3775,6209,9984,"sa508257"
"Luis Porchas","MEX","AAA","19-26",770,0.31758034,2.66101695,0.17082534,0.60268714,0.22648752,0.23728814,0.02542373,0.47935368,0.23877917,0.28186715,0.09682243,930,1745,2675,"sa508258"
"Eduardo Gonzalez","CHC","A,A-,R","17-20",463,0.30769231,1.6146789,0.11764706,0.54489164,0.3374613,0.28440367,0.00917431,0.44476744,0.27616279,0.27906977,0.24581725,192,585,777,"sa508267"
"Wilfred Vivas","STL","R","17-20",366,0.29554656,1.82857143,0.15021459,0.54935622,0.30042918,0.14285714,0,0.4627451,0.22745098,0.30980392,0.24018838,166,471,637,"sa508351"
"Scott Grimes","NYM","A-,R","25-25",109,0.25675676,0.53658537,0.16,0.29333333,0.54666667,0.12195122,0.07317073,0.38461538,0.30769231,0.30769231,0.22513089,58,133,191,"sa508462"
"Cesar Tapia","MEX","AAA","23-36",5014,0.33651431,0.95852535,0.2248567,0.37936425,0.39577905,0.21000658,0.080316,0.47468837,0.23963368,0.28567794,0.07183504,5879,10464,16343,"sa508485"
"Serafin Rodriguez","MEX","AAA","31-39",2927,0.3527468,1.83609272,0.1950188,0.52114662,0.28383459,0.24337748,0.05463576,0.42391304,0.22282609,0.35326087,0.05785418,2828,5607,8435,"sa508486"
"Omar De La Torre","MEX","AAA","26-34",2979,0.3331812,1.2972973,0.20482521,0.44903988,0.34613491,0.19061166,0.09957326,0.49278846,0.22836538,0.27884615,0.09079692,3476,6249,9725,"sa508487"
"Luis Mauricio Suarez","MEX","AAA","27-39",4501,0.34956417,1.0092081,0.23411723,0.38469638,0.38118638,0.18416206,0.06906077,0.38255261,0.26205024,0.35539715,0.05430638,5834,9376,15210,"sa508488"
"Ricardo Serrano","MEX","AAA","20-33",4647,0.3151184,1.02742947,0.20154321,0.40462963,0.39382716,0.22257053,0.0846395,0.47769572,0.24903988,0.2732644,0.10328427,5401,10158,15559,"sa508489"
"Miguel Torrero","MEX","AAA","23-35",3509,0.31217661,1.87108886,0.19310587,0.52585297,0.28104115,0.2290363,0.02002503,0.49292453,0.21832884,0.28874663,0.04682725,4101,7025,11126,"sa508490"
"Eliezer Ortiz","MEX","AAA","20-31",2910,0.34844055,1.77547496,0.1965,0.514,0.2895,0.20725389,0.07253886,0.47128619,0.24252492,0.28618889,0.1423165,3171,6870,10041,"sa508491"
"Alberto Carreon","MEX","AAA","21-31",3512,0.34664032,1.4263658,0.19089109,0.47564356,0.33346535,0.16389549,0.05463183,0.44655763,0.24229745,0.31114492,0.07917706,4598,8234,12832,"sa508493"
"Raul Rodriguez","MEX","AAA","20-26",286,0.3236715,1.40277778,0.15196078,0.49509804,0.35294118,0.19444444,0.01388889,0.44131455,0.25352113,0.30516432,0.07819383,300,608,908,"sa508598"
"Japhet Amador","MEX","AAA","20-32",3322,0.34026549,1.05773196,0.1772465,0.42291838,0.39983512,0.18969072,0.20103093,0.45661914,0.25784114,0.28553971,0.09786669,4789,7258,12047,"sa508601"
"Carlos Mere","MEX","AAA","27-28",132,0.32222222,1.38709677,0.16853933,0.48314607,0.34831461,0.29032258,0,0.49450549,0.21978022,0.28571429,0.06126915,183,274,457,"sa508613"
"Christian Zazueta","MEX","AAA","21-34",4966,0.32325581,1.42834138,0.18881119,0.47713825,0.33405056,0.2310789,0.07326892,0.48655636,0.24560496,0.26783868,0.13352421,4628,10812,15368,"sa508617"
"Carlos Sosa","MEX","AAA","25-29",907,0.29761905,1.48691099,0.17534722,0.49305556,0.33159722,0.31937173,0.05759162,0.40661157,0.23305785,0.36033058,0.05039884,1149,1609,2758,"sa508632"
"Francisco Salazar","MEX","AAA","24-25",107,0.26829268,3.5,0.1,0.7,0.2,0.125,0,0.46987952,0.19277108,0.3373494,0.04851752,151,220,371,"sa508633"
"Ivan Bellazetin","MEX","AAA","19-31",3476,0.30152091,1.68832891,0.18134087,0.5141357,0.30452342,0.27586207,0.02785146,0.4418161,0.25028615,0.30789775,0.0680192,3795,7246,11041,"sa508654"
"Jorge Alcantara","NYY","A+,R","17-21",644,0.32994924,0.98255814,0.13451777,0.42893401,0.43654822,0.25,0.05813953,0.50246305,0.24630542,0.25123153,0.29348722,362,851,1213,"sa508779"
"Wester Ramos","TBR","R","17-19",173,0.23966942,7.63636364,0.20168067,0.70588235,0.09243697,0.54545455,0,0.46721311,0.18032787,0.35245902,0.27483444,86,216,302,"sa508980"
"Alex Herrnberger","ARI","A-,A+,AA,AAA,R","22-23",23,0.22222222,1.14285714,0.11764706,0.47058824,0.41176471,0.42857143,0,0.33333333,0.11111111,0.55555556,0.16666667,16,32,48,"sa509065"
"Jose Amador","MEX","AAA","26-39",5588,0.32703927,0.97739362,0.20608649,0.39241858,0.40149493,0.2287234,0.10771277,0.50578643,0.21778012,0.27643346,0.07643441,7879,11955,19834,"sa509117"
"Rufino Candelario","MEX","AAA","20-31",827,0.30441899,1.92592593,0.16695958,0.5483304,0.28471002,0.2962963,0.01234568,0.42140468,0.22073579,0.35785953,0.11312043,864,1735,2599,"sa509120"
